external_id,baslik,mevcut_kategori,tam_kategori_yollari,glosh_skoru,hdbscan_kume,oneri_yol,oneri_kategori,label_sim_fark,knn_oneri,knn_baskinlik,knn_impurity,ortak_agac_derinligi,oncelik,supheli_mi,risk_skoru
1393928,Fındık Yaprağı ve Zurufu Atıklarından Elde Edilen Ekstrakt ve Diyet Liflerin 1 M HCl İçinde Yumuşak Çelik Korozyonuna Karşı İnhibitör Etkilerinin İncelenmesi,"Malzeme Bilimleri, Tekstil, Mühendislik, Kimya","Fen > Mühendislik > Malzeme Bilimleri, Tekstil | Fen > Mühendislik > Mühendislik, Kimya",0.8791507114014624,-1,Fen > Eczacılık > Toksikoloji,Toksikoloji,0.0909159779548645,Malzeme Bilimleri,0.4,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.4916082701345682
1369475,"Çevresel Örneklerde Bulunan Kurşun, Kadmiyum ve Nikel'in Basit ve Etkili Ekstraksiyon/Önderiştirme Stratejileri ve Farklı Hidrazon Kompleksleştirici Ajanları Kullanarak Yarıklı Kuartz Tüp-Alevli Atomik Absorpsiyon Spektrometrisi ile Doğru ve Duyarlı Tayinleri","Kimya, Analitik, Spektroskopi, Çevre Bilimleri","Fen > Temel Bilimler > Kimya, Analitik | Fen > Temel Bilimler > Spektroskopi | Fen > Temel Bilimler > Çevre Bilimleri",0.8779837504007152,-1,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,Nükleer Bilim ve Teknolojisi,0.09049716591835022,Malzeme Bilimleri,0.4,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.4911699456716013
1398585,"1200°C’DE GLOOPY SIR BİLEŞİMİNDE KAOLEN, SİLİS VE FRİT ETKİLERİNİN NİTEL ANALİZİ","Malzeme Bilimleri, Kompozitler, Malzeme Bilimleri, Tekstil","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler | Fen > Mühendislik > Malzeme Bilimleri, Tekstil",0.8733522371188045,-1,Fen > Temel Bilimler > Termodinamik,Termodinamik,0.19912755489349365,Malzeme Bilimleri,0.5,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.4880327034924239
1366139,Referans Malzeme Üretim Süreçlerinin Tasarımında Temsili Örnekleme ve Homojenizasyonun Önemi,"Kimya, Analitik, Çevre Bilimleri, İstatistik ve Olasılık","Fen > Temel Bilimler > Kimya, Analitik | Fen > Temel Bilimler > Çevre Bilimleri | Fen > Temel Bilimler > İstatistik ve Olasılık",0.26861169166337284,78,Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,Maden İşletme ve Cevher Hazırlama,0.16271454095840454,Malzeme Bilimleri,0.6,0.9,1,YÜKSEK (Farklı Alt Alan),1,0.4841030122512848
1424756,"Ultrasonographic assessment of masseter muscle thickness and its association with TMD risk, neck disability, and mouth opening: a cross-sectional study",Diş Hekimliği,Fen > Diş Hekimliği > Diş Hekimliği,0.7654213746694548,-1,"Fen > Tıp > Kulak, Burun, Boğaz","Kulak, Burun, Boğaz",0.146836519241333,Diş Hekimliği,0.4,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.4827481254018302
1398246,Köpeklerde Patent Duktus Arteriyozus için Tanı ve Tedavi Seçeneklerinin Gözden Geçirilmesi,Veterinerlik,Fen > Veterinerlik > Veterinerlik,0.33519656428424177,38,Fen > Tıp > Periferik Damar Hastalıkları,Periferik Damar Hastalıkları,0.10411468148231506,Periferik Damar Hastalıkları,0.3,0.9,1,YÜKSEK (Farklı Alt Alan),1,0.4802392795898708
1393950,A Multi-Criteria Decision Support Framework for Agricultural Fuel Demand Forecasting: Comparative Analysis of Machine Learning Approaches with Domain-Specific Feature Engineering,"Bilgisayar Bilimleri, Yapay Zeka, Yoğun Bakım, Tıp","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka | Fen > Tıp > Yoğun Bakım, Tıp",0.9176449853378066,-1,Fen > Ziraat > Tarımsal Ekonomi ve Politika,Tarımsal Ekonomi ve Politika,0.13052815198898315,Bilgisayar Bilimleri,0.5,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.47509609953059573
1379499,UZUN METRAJLI ÜRÜNLER İÇİN YENİ BİR NİTELİKSEL TUTARLILIK ANALİZİ YAKLAŞIMI,"Endüstri Mühendisliği, Malzeme Bilimleri, Tekstil","Fen > Mühendislik > Endüstri Mühendisliği | Fen > Mühendislik > Malzeme Bilimleri, Tekstil",0.6259562848275274,-1,Fen > Temel Bilimler > İstatistik ve Olasılık,İstatistik ve Olasılık,0.10486888885498047,Bilgisayar Bilimleri,0.4,0.7,1,YÜKSEK (Farklı Alt Alan),1,0.47319318230612495
1450832,Engelli annelerin gebelik ve bakım verme deneyimleri,"Kadın Araştırmaları, Sosyal Çalışma",Sosyal > Sosyal > Kadın Araştırmaları | Sosyal > Sosyal > Sosyal Çalışma,0.4459532885673919,8,Fen > Tıp > Kadın Hastalıkları ve Doğum,Kadın Hastalıkları ve Doğum,0.11745133996009827,Kadın Hastalıkları ve Doğum,0.5,0.8,0,KRİTİK (Farklı Ana Disiplin),1,0.4725962911278825
1401992,Algoritmik Yabancılaşma: Dijital Benlik Üzerine Kuramsal Bir İnceleme,"Psikoloji, Sosyoloji",Sosyal > Sosyal > Psikoloji | Sosyal > Sosyal > Sosyoloji,0.4434916401390726,87,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka","Bilgisayar Bilimleri, Yapay Zeka",0.10352557897567749,Bilgisayar Bilimleri,0.6,0.8,0,KRİTİK (Farklı Ana Disiplin),1,0.46710686267625534
1381146,Kesikli akrilik liflerin kimyasal modifikasyonunun termal stabilizasyon üzerindeki hızlandırıcı etkisi,"Mühendislik, Kimya","Fen > Mühendislik > Mühendislik, Kimya",0.8457887457341722,-1,Fen > Temel Bilimler > Termodinamik,Termodinamik,0.15141922235488892,Malzeme Bilimleri,0.4,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.46444391425775416
1446439,Havayoluyla Seyahat Eden Yolcuların Uçuş (Taşıma) Sınıflarının Yükseltilmesi ve Düşürülmesi,Hukuk,Sosyal > Sosyal > Hukuk,0.0,83,"Fen > Mühendislik > Mühendislik, Hava ve Uzay","Mühendislik, Hava ve Uzay",0.18132883310317993,Mühendislik,0.7,1.0,0,KRİTİK (Farklı Ana Disiplin),1,0.463465091586113
1406530,AMBALAJ TASARIMINDA KARTON MAKET YAPIMININ ROLÜ VE BİR UYGULAMA,Sanat,Sosyal > Sosyal > Sanat,0.0,102,"Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap","Malzeme Bilimleri, Kâğıt ve Ahşap",0.28983551263809204,Malzeme Bilimleri,0.6,0.9,0,KRİTİK (Farklı Ana Disiplin),1,0.46144242942333225
1396895,Türkiye’deki Siber Güvenlik Politikalarında Yeni Bir Kurumsal Oluşum: Siber Güvenlik Başkanlığı,"Kamu Yönetimi, Siyasi Bilimler",Sosyal > Sosyal > Kamu Yönetimi | Sosyal > Sosyal > Siyasi Bilimler,0.4165773381635068,84,"Fen > Mühendislik > Bilgisayar Bilimleri, Sibernitik","Bilgisayar Bilimleri, Sibernitik",0.10423266887664795,Bilgisayar Bilimleri,0.3,0.8,0,KRİTİK (Farklı Ana Disiplin),1,0.46062576864770355
1394841,Ses Sistemleri Açısından Kemanda Entonasyonun Tarihsel Gelişimi,Müzik,Sosyal > Sosyal > Müzik,0.5745621313297496,3,Fen > Temel Bilimler > Akustik,Akustik,0.2142414152622223,Akustik,0.3,0.6,0,KRİTİK (Farklı Ana Disiplin),1,0.45862502817421524
1261753,GÖL ORTAMINDA OLUŞMUŞ BİTÜMLÜ KİLTAŞI ÇÖKELLERİNDE HAVZANIN PALEO-TUZLULUK İNCELEMELERİ: DİYATOME TÜRÜ ALGLERLE TUZLULUK ARASINDAKİ İLİŞKİ,"Limnoloji, Zooloji, Çevre Bilimleri",Fen > Temel Bilimler > Limnoloji | Fen > Temel Bilimler > Zooloji | Fen > Temel Bilimler > Çevre Bilimleri,0.0,60,"Fen > Ziraat > Ziraat, Toprak Bilimi","Ziraat, Toprak Bilimi",0.14640331268310547,Jeokimya ve Jeofizik,0.4,1.0,1,YÜKSEK (Farklı Alt Alan),1,0.45124115943908694
1451288,Farklı karbonhidratlarla sodyum kazeinat konjugatlarının  yapısal karakterizasyonu,Gıda Bilimi ve Teknolojisi,Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,0.0,106,"Fen > Temel Bilimler > Kimya, Organik","Kimya, Organik",0.146093487739563,Kimya,0.9,1.0,1,YÜKSEK (Farklı Alt Alan),1,0.4511327207088471
1396593,TİRE KÜLTÜREL MEKÂN FOLKLORU,Folklor,Sosyal > Sosyal > Folklor,0.0,99,"Fen > Mühendislik > Mühendislik, Deniz","Mühendislik, Deniz",0.14010849595069885,Mimarlık,0.3,1.0,0,KRİTİK (Farklı Ana Disiplin),1,0.4490379735827446
1390679,"Green synthesis of silver nanoparticles from Melanoleuca grammopodia: changes in bioactive components, antidiabetic properties and bioaccessibility","Farmakoloji ve Eczacılık, Bitki Bilimleri, Mantık",Fen > Eczacılık > Farmakoloji ve Eczacılık | Fen > Ziraat > Bitki Bilimleri | Sosyal > Sosyal > Mantık,0.0,103,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Nanobilim ve Nanoteknoloji,0.13337093591690063,Nanobilim ve Nanoteknoloji,0.6,1.0,1,YÜKSEK (Farklı Alt Alan),1,0.44667982757091523
1397654,Dönen fonksiyonel dereceli polar ortotropik diskin gerilme analizi,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",0.7590763820835005,-1,"Fen > Temel Bilimler > Fizik, Uygulamalı","Fizik, Uygulamalı",0.16184398531913757,Fizik,0.5,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.44641449038257325
1381235,TOKAT ŞEHİR MÜZESİ’NDEKİ OSMANLI DÖNEMİ BAKIR SİNİ ÖRNEKLERİ,"Antropoloji, Sanat, Tiyatro",Sosyal > Sosyal > Antropoloji | Sosyal > Sosyal > Sanat | Sosyal > Sosyal > Tiyatro,0.6672316714338491,-1,"Fen > Mühendislik > Malzeme Bilimleri, Seramik","Malzeme Bilimleri, Seramik",0.19665248692035675,Mimarlık,0.3,0.5,0,KRİTİK (Farklı Ana Disiplin),1,0.43563628828058715
1398223,"Soğukta Depolanan Yeşil Kaplan Karidesinin (Penaeus semisulcatus, De Hann 1844) Farklı Esansiyel Yağlarla Muamele Edilmesinin Mikrobiyolojik Kalite Değişimi Üzerine Etkileri","Gıda Bilimi ve Teknolojisi, Balıkçılık",Fen > Mühendislik > Gıda Bilimi ve Teknolojisi | Fen > Temel Bilimler > Balıkçılık,0.7947940087139559,-1,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,0.10538294911384583,Gıda Bilimi ve Teknolojisi,0.4,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.43558253436833505
1406510,KOZMOS MODELİ TASARIMI ANLATISINDA SES UNSURUNUN KULLANILMASINA BİR ÖRNEK: 2001: A SPACE ODYSSEY,"Felsefe, Film, Radyo, Televizyon, Müzik","Sosyal > Sosyal > Felsefe | Sosyal > Sosyal > Film, Radyo, Televizyon | Sosyal > Sosyal > Müzik",0.0,4,Fen > Temel Bilimler > Akustik,Akustik,0.3104819655418396,Akustik,0.4,0.8,0,KRİTİK (Farklı Ana Disiplin),1,0.4286686879396439
1391986,Üstün Yetenekli Bireylerde Benlik Saygısı Araştırmaları Üzerine Bibliyometrik Bir Analiz (1981-2025),"Eğitim, Eğitim Araştırmaları, Eğitim, Özel","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları | Sosyal > Sosyal > Eğitim, Özel",0.5984903216736096,26,Fen > Temel Bilimler > İstatistik ve Olasılık,İstatistik ve Olasılık,0.10975998640060425,Bilgi,0.3,0.6,0,KRİTİK (Farklı Ana Disiplin),1,0.4280385756586139
1443967,RESİM SANATINDA ALLA PRIMA VE PLEIN AIR TEKNİKLERİ ÜZERİNE KARŞILAŞTIRMALI BİR İNCELEME,Sanat,Sosyal > Sosyal > Sanat,0.6558894636437114,-1,Fen > Temel Bilimler > Mantar Bilimi,Mantar Bilimi,0.181026428937912,Malzeme Bilimleri,0.5,0.5,0,KRİTİK (Farklı Ana Disiplin),1,0.42733161603919706
1264108,ESTIMATING THE SOLAR EXERGY POTENTIAL OF SURFACES WITH DIFFERENT  TILT ANGLES,"Fizik, Uygulamalı, Fizikokimya, Termodinamik","Fen > Temel Bilimler > Fizik, Uygulamalı | Fen > Temel Bilimler > Fizikokimya | Fen > Temel Bilimler > Termodinamik",0.19168138245780336,81,Fen > Mühendislik > Enerji ve Yakıtlar,Enerji ve Yakıtlar,0.14762583374977112,Enerji ve Yakıtlar,0.6,0.8,1,YÜKSEK (Farklı Alt Alan),1,0.4195893874268708
1325708,THE EFFECT OF DIFFERENT INSULATION MATERIAL  ON THERMAL COMFORT IN A BUILDING WITH NOZZLES COOLING SYSTEM,"Mühendislik, Biyotıp, İnşaat Mühendisliği","Fen > Mühendislik > Mühendislik, Biyotıp | Fen > Mühendislik > İnşaat Mühendisliği",0.695052331928945,-1,Fen > Temel Bilimler > Termodinamik,Termodinamik,0.1264546811580658,Enerji ve Yakıtlar,0.5,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.4180222213875593
1395564,Giyilebilir Teknoloji Ürünlerinin Bedenleşme ve Zihinsel Bütünleşmesinin Kullanım Algısı Üzerindeki Etkisinin İncelenmesi,"Davranış Bilimleri, İşletme",Sosyal > Sosyal > Davranış Bilimleri | Sosyal > Sosyal > İşletme,0.0,25,Fen > Mühendislik > Telekomünikasyon,Telekomünikasyon,0.1200396716594696,Bilgisayar Bilimleri,0.5,0.9,0,KRİTİK (Farklı Ana Disiplin),1,0.40201388508081437
1376164,BOŞLUĞA DİKKAT EDİN! YAPAY ZEKA OKURYAZARLIĞI POLİTİKALARI VE GELİŞMEKTE OLAN ÜLKELER BAĞLAMINDA ÜRETKEN YAPAY ZEKANIN ZORLUKLARI ÜZERİNE KARŞILAŞTIRMALI BİR ANALİZ,"Bilim Felsefesi ve Tarihi, Eğitim, Eğitim Araştırmaları, Uluslararası İlişkiler","Sosyal > Sosyal > Bilim Felsefesi ve Tarihi | Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları | Sosyal > Sosyal > Uluslararası İlişkiler",0.4434916401390726,87,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka","Bilgisayar Bilimleri, Yapay Zeka",0.14204716682434082,Bilgisayar Bilimleri,0.8,0.6,0,KRİTİK (Farklı Ana Disiplin),1,0.40058941842328744
1374666,"Shaping the Future of Metaverse Research: Innovation, Collaboration, and Journal of Metaverse’s Academic Impact","Bilgisayar Bilimleri, Bilgi Sistemleri, Bilgi, Belge Yönetimi","Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri | Sosyal > Sosyal > Bilgi, Belge Yönetimi",0.634257620692401,26,Fen > Temel Bilimler > Astronomi ve Astrofizik,Astronomi ve Astrofizik,0.11541986465454102,Bilgisayar Bilimleri,0.5,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.3989613578021896
1446272,Yapay Zekâ Üreticisinin Ürün Sorumluluğuna İlişkin Bir Değerlendirme,Hukuk,Sosyal > Sosyal > Hukuk,0.0,87,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka","Bilgisayar Bilimleri, Yapay Zeka",0.21794959902763367,Bilgisayar Bilimleri,0.8,0.8,0,KRİTİK (Farklı Ana Disiplin),1,0.39628235965967185
1448398,Slopaganda ve Yapay Zekâ Görselleri: Trump Üzerine Göstergebilimsel Bir Analiz,"Siyasi Bilimler, İletişim",Sosyal > Sosyal > Siyasi Bilimler | Sosyal > Sosyal > İletişim,0.4434916401390726,87,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka","Bilgisayar Bilimleri, Yapay Zeka",0.11125120520591736,Bilgisayar Bilimleri,0.6,0.6,0,KRİTİK (Farklı Ana Disiplin),1,0.3898108318568392
1379866,Bir Köpekte Postoperatif Pin Yolu Enfeksiyonunda Çoklu İlaç Dirençli Staphylococcus pseudintermedius'a Karşı Elektrolize Tuzlu Suyun Etkinliği: In Vitro ve Klinik Validasyon ile Desteklenen İn-Situ Araştırma,"Toksikoloji, Parazitoloji, Veterinerlik",Fen > Eczacılık > Toksikoloji | Fen > Temel Bilimler > Parazitoloji | Fen > Veterinerlik > Veterinerlik,0.12199318695061341,112,Fen > Tıp > Enfeksiyon Hastalıkları,Enfeksiyon Hastalıkları,0.1006031334400177,Enfeksiyon Hastalıkları,0.3,0.8,1,YÜKSEK (Farklı Alt Alan),1,0.3857093934416596
1436788,GIDA ENDÜSTRISI OYNAKLIĞININ ASIMETRIK DAVRANIŞLAR YOLUYLA BAĞLAMSALLAŞTIRILMASI: STOXX EUROPE 600 GIDA FIYAT ENDEKSINDEN KANITLAR.,"İktisat, İşletme Finans",Sosyal > Sosyal > İktisat | Sosyal > Sosyal > İşletme Finans,0.0,61,Fen > Ziraat > Tarımsal Ekonomi ve Politika,Tarımsal Ekonomi ve Politika,0.277767151594162,Çevre Bilimleri,0.3,0.7,0,KRİTİK (Farklı Ana Disiplin),1,0.3772185030579567
1365362,Research on Hydrodynamic Properties of a New Porous Floating Breakwater,"Mühendislik, Deniz","Fen > Mühendislik > Mühendislik, Deniz",0.3768314972142474,79,Fen > Temel Bilimler > Su Kaynakları,Su Kaynakları,0.23294681310653687,Malzeme Bilimleri,0.4,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.37573925889084975
1436129,TURİST REHBERLİĞİ ÖĞRENCİLERİNE YÖNELİK BİLİMSEL YAYINLARIN BİBLİYOMETRİK ANALİZİ: SCOPUS VERİ TABANI ÜZERİNDEN BİR DEĞERLENDİRME (1976–2025),"Eğitim, Eğitim Araştırmaları, Otelcilik, Konaklama, Spor ve Turizm","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları | Sosyal > Sosyal > Otelcilik, Konaklama, Spor ve Turizm",0.0,26,Fen > Temel Bilimler > İstatistik ve Olasılık,İstatistik ve Olasılık,0.14691734313964844,Bilgi,0.3,0.8,0,KRİTİK (Farklı Ana Disiplin),1,0.37142107009887704
1395394,AI Çağında İnsan Odaklı Eleştirel Bir Düşünce Akımı: Post-Luddizm,"Bilim Felsefesi ve Tarihi, Sosyoloji",Sosyal > Sosyal > Bilim Felsefesi ve Tarihi | Sosyal > Sosyal > Sosyoloji,0.0,87,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka","Bilgisayar Bilimleri, Yapay Zeka",0.23741167783737183,Bilgisayar Bilimleri,0.7,0.7,0,KRİTİK (Farklı Ana Disiplin),1,0.3630940872430801
1398007,"Effect of Expiry Date on the Degree of Conversion, Microhardness, Depth of Cure, Water Absorption and Color Stability of Resin Composite",Diş Hekimliği,Fen > Diş Hekimliği > Diş Hekimliği,0.345606600829092,117,Fen > Mühendislik > Polimer Bilimi,Polimer Bilimi,0.19874177873134613,Diş Hekimliği,0.5,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.3559612727632442
1398520,Sürdürülebilir Kalkınma Hedefleri Kapsamında Karbon Emisyonu Dinamikleri: Türkiye Örneği,"Çevre Çalışmaları, İktisat",Sosyal > Sosyal > Çevre Çalışmaları | Sosyal > Sosyal > İktisat,0.35153105926402073,81,"Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji","Yeşil, Sürdürülebilir Bilim ve Teknoloji",0.19224965572357178,Enerji ve Yakıtlar,0.3,0.5,0,KRİTİK (Farklı Ana Disiplin),1,0.3551701443192553
1372540,Geleneksel İgbo Dininde Doğum Ritüelleri,"Antropoloji, Din Bilimi, Etnik Çalışmalar",Sosyal > Sosyal > Antropoloji | Sosyal > Sosyal > Din Bilimi | Sosyal > Sosyal > Etnik Çalışmalar,0.0018383782575826391,8,Fen > Tıp > Kadın Hastalıkları ve Doğum,Kadın Hastalıkları ve Doğum,0.09281617403030396,Kadın Hastalıkları ve Doğum,0.4,0.8,0,KRİTİK (Farklı Ana Disiplin),1,0.3529452554750021
1247312,Potasyum Borhidrürün Formik Asit Katalizörü Varlığındaki Hidrolizi,"Fizikokimya, Kimya, Analitik, Kimya, Uygulamalı","Fen > Temel Bilimler > Fizikokimya | Fen > Temel Bilimler > Kimya, Analitik | Fen > Temel Bilimler > Kimya, Uygulamalı",0.0,81,Fen > Mühendislik > Enerji ve Yakıtlar,Enerji ve Yakıtlar,0.2062862515449524,Enerji ve Yakıtlar,0.4,0.7,1,YÜKSEK (Farklı Alt Alan),1,0.3522001880407333
1374141,Isoëtes volkanii (Isoëtaceae): A new aquatic quillworts from Türkiye,"Biyoloji, Biyoloji Çeşitliliğinin Korunması",Fen > Temel Bilimler > Biyoloji | Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,0.3952192674775621,97,Fen > Ziraat > Bahçe Bitkileri,Bahçe Bitkileri,0.11492100358009338,Biyoloji,0.4,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.33902716812242323
1394234,Vaccine Hesitancy Regarding Childhood Vaccinations Among Parents,"Beslenme ve Diyetetik, Sağlık Politikaları ve Hizmetleri",Sosyal > Sosyal > Beslenme ve Diyetetik | Sosyal > Sosyal > Sağlık Politikaları ve Hizmetleri,0.0,6,Fen > Tıp > Pediatri,Pediatri,0.12424218654632568,Halk ve Çevre Sağlığı,0.3,0.7,0,KRİTİK (Farklı Ana Disiplin),1,0.32348476529121395
1443968,"YAPAY ZEKÂ ÇAĞINDA DİJİTAL PROPAGANDA: LEGO ESTETİĞİ ÜZERİNDEN SİMÜLASYON, ÇERÇEVELEME VE ALGI YÖNETİMİ","Siyasi Bilimler, İletişim",Sosyal > Sosyal > Siyasi Bilimler | Sosyal > Sosyal > İletişim,0.0,100,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka","Bilgisayar Bilimleri, Yapay Zeka",0.22536516189575195,Bilgisayar Bilimleri,0.6,0.6,0,KRİTİK (Farklı Ana Disiplin),1,0.3188778066635132
1395231,Kahramanmaraş Sütçü İmam Üniversitesi Tarım ve Doğa Dergisi’nde 2018-2024 Yılları Arasında Yayımlanan Makalelerin Bibliyometrik Analizi,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",0.0,26,Fen > Temel Bilimler > İstatistik ve Olasılık,İstatistik ve Olasılık,0.09097161889076233,Bilgisayar Bilimleri,0.3,0.7,0,KRİTİK (Farklı Ana Disiplin),1,0.3118400666117668
1346538,Modulation of Phenolic Profiles and Antioxidant Capacity by Culture Medium and Tissue Type in Echinacea purpurea and Echinacea pallida,"Biyoloji, Ziraat Mühendisliği, Mantık",Fen > Temel Bilimler > Biyoloji | Fen > Ziraat > Ziraat Mühendisliği | Sosyal > Sosyal > Mantık,0.0,111,Fen > Tıp > Endokrinoloji ve Metabolizma,Endokrinoloji ve Metabolizma,0.18112941086292267,Biyoloji,0.4,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.3033952938020229
1389106,Application of Phytogenic Compounds on Growth Performance and Gut Microbial Community of Giant Gourami (Osphronemus goramy Lac. 1801),Balıkçılık,Fen > Temel Bilimler > Balıkçılık,0.0,47,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,0.14477026462554932,Balıkçılık,0.4,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.29066959261894226
1393295,"A comprehensive study on the structural, electrical and optical properties of DC sputtered Molybdenum thin films","Fizik, Uygulamalı, Matematik","Fen > Temel Bilimler > Fizik, Uygulamalı | Fen > Temel Bilimler > Matematik",0.0,116,Fen > Mühendislik > Metalürji Mühendisliği,Metalürji Mühendisliği,0.14093977212905884,Malzeme Bilimleri,0.6,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.2893289202451706
1394100,METAVERSE VE KENT KESİŞİMİNDEKİ LİTERATÜRÜN BİBLİYOMETRİK ANALİZİ (2012-2026),"Bilgisayar Bilimleri, Yapay Zeka, Kentsel Çalışmalar, İşletme","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka | Sosyal > Sosyal > Kentsel Çalışmalar | Sosyal > Sosyal > İşletme",0.0,26,Fen > Temel Bilimler > İstatistik ve Olasılık,İstatistik ve Olasılık,0.1349291205406189,Bilgisayar Bilimleri,0.4,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.2872251921892166
1396729,Türkiye’de Yerel Yönetimlerin Çevresel Çalışmaları ile Büyüme Arasındaki İlişkisinin Mekânsal Analizi,"Kamu Yönetimi, Çevre Çalışmaları, İktisat",Sosyal > Sosyal > Kamu Yönetimi | Sosyal > Sosyal > Çevre Çalışmaları | Sosyal > Sosyal > İktisat,0.0,75,Fen > Temel Bilimler > Su Kaynakları,Su Kaynakları,0.12476181983947754,Su Kaynakları,0.3,0.6,0,KRİTİK (Farklı Ana Disiplin),1,0.2836666369438171
1351510,Kurutulmuş üzüm posasında fenoliklerin ve antioksidan özelliklerin yakın kızılötesi spektroskopisi ile belirlenmesi,"Gıda Bilimi ve Teknolojisi, Spektroskopi",Fen > Mühendislik > Gıda Bilimi ve Teknolojisi | Fen > Temel Bilimler > Spektroskopi,0.136345072819887,111,Fen > Ziraat > Bitki Bilimleri,Bitki Bilimleri,0.13010525703430176,Gıda Bilimi ve Teknolojisi,0.5,0.5,1,YÜKSEK (Farklı Alt Alan),1,0.2796231081669774
1247303,Hydrothermal Synthesis of CuO Nanoparticles: Tailoring Morphology and Particle Size Variations for Enhanced Properties,"Fizikokimya, Kimya, Analitik, Kimya, Organik, Kimya, Uygulamalı","Fen > Temel Bilimler > Fizikokimya | Fen > Temel Bilimler > Kimya, Analitik | Fen > Temel Bilimler > Kimya, Organik | Fen > Temel Bilimler > Kimya, Uygulamalı",0.0,116,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Nanobilim ve Nanoteknoloji,0.1067376434803009,Nanobilim ve Nanoteknoloji,0.4,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.2773581752181053
1382608,"SIMULTANEOUS FEATURE SELECTION AND HYPERPARAMETER TUNING OF K-NEAREST NEIGHBORS FOR GLASS CLASSIFICATION: A COMPARATIVE STUDY OF ARTIFICIAL BEE COLONY, SIMULATED ANNEALING, AND HILL CLIMBING","Bilgisayar Bilimleri, Teori ve Metotlar, Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar | Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",0.0,94,Fen > Temel Bilimler > Kuş Bilimi,Kuş Bilimi,0.1037357747554779,Bilgisayar Bilimleri,0.4,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.27630752116441726
1446076,Akdeniz Bölgesinde Yetiştirilen Jersey ve Siyah Alaca İneklerin Süt Kompozisyonu ile Renk Parametrelerinin Analizi,"Veterinerlik, Ziraat Mühendisliği",Fen > Veterinerlik > Veterinerlik | Fen > Ziraat > Ziraat Mühendisliği,0.0,107,Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,Deniz ve Tatlı Su Biyolojisi,0.10073867440223694,Gıda Bilimi ve Teknolojisi,0.5,0.6,1,YÜKSEK (Farklı Alt Alan),1,0.27525853604078293
