external_id,subject_id,subject_name,subject_fullname,root_name
1382592,97,İnşaat Mühendisliği,Fen > Mühendislik > İnşaat Mühendisliği,Fen
1382597,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen
1382597,142,"Mühendislik, Hava ve Uzay","Fen > Mühendislik > Mühendislik, Hava ve Uzay",Fen
1382597,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen
1382599,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1382599,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen
1382599,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen
1382604,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1382604,175,Savunma Bilimleri,Fen > Mühendislik > Savunma Bilimleri,Fen
1382605,30,"Bilgisayar Bilimleri, Sibernitik","Fen > Mühendislik > Bilgisayar Bilimleri, Sibernitik",Fen
1382605,176,Siyasi Bilimler,Sosyal > Sosyal > Siyasi Bilimler,Sosyal
1382608,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen
1382608,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1382661,62,Entomoloji,Fen > Temel Bilimler > Entomoloji,Fen
