subject_fullname,external_id,embedding_row,article_label_count,selection_type
Fen > Diş Hekimliği > Diş Hekimliği,1403985,5890,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Diş Hekimliği > Diş Hekimliği,1422936,6178,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Diş Hekimliği > Diş Hekimliği,1396206,4353,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Diş Hekimliği > Diş Hekimliği,1397070,4587,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Diş Hekimliği > Diş Hekimliği,1402710,5857,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Eczacılık > Farmakoloji ve Eczacılık,1403925,5873,1,REPRESENTATIVE_MIXED
Fen > Eczacılık > Farmakoloji ve Eczacılık,1383298,2061,2,REPRESENTATIVE_MIXED
Fen > Eczacılık > Farmakoloji ve Eczacılık,1398241,5002,4,REPRESENTATIVE_MIXED
Fen > Eczacılık > Farmakoloji ve Eczacılık,1395031,4027,2,REPRESENTATIVE_MIXED
Fen > Eczacılık > Farmakoloji ve Eczacılık,1336911,589,3,REPRESENTATIVE_MIXED
Fen > Eczacılık > Toksikoloji,1441993,6616,1,REPRESENTATIVE_MIXED
Fen > Eczacılık > Toksikoloji,1385400,2306,1,REPRESENTATIVE_MIXED
Fen > Eczacılık > Toksikoloji,1388487,2693,3,REPRESENTATIVE_MIXED
Fen > Eczacılık > Toksikoloji,1398227,4993,4,REPRESENTATIVE_MIXED
Fen > Eczacılık > Toksikoloji,1434421,6413,3,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",1380436,1801,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",1315912,423,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",1352584,763,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",1398866,5206,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",1374680,1429,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Bilgisayar Bilimleri, Donanım ve Mimari",1332300,534,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Donanım ve Mimari",1295597,269,3,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Donanım ve Mimari",1381135,1868,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Donanım ve Mimari",1262023,121,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Donanım ve Mimari",1258659,86,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Sibernitik",1373978,1387,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Sibernitik",1295597,269,3,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Sibernitik",1377830,1614,3,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Sibernitik",1373373,1368,3,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Sibernitik",1371618,1283,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",1389634,2796,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",1381748,1909,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",1391474,3087,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",1381746,1908,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",1389465,2770,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",1399061,5293,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",1389465,2770,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",1443938,6675,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",1399727,5540,3,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",1406976,5980,3,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği",1393661,3677,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği",1393663,3678,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği",1391862,3190,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği",1426372,6264,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği",1366501,1047,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Denizcilik,1399958,5607,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Denizcilik,1389202,2746,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Denizcilik,1378125,1641,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Denizcilik,1428970,6325,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Denizcilik,1367324,1097,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Endüstri Mühendisliği,1399770,5547,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Endüstri Mühendisliği,1399711,5528,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Endüstri Mühendisliği,1399796,5561,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Endüstri Mühendisliği,1398659,5136,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Endüstri Mühendisliği,1396298,4381,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Enerji ve Yakıtlar,1398667,5141,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Enerji ve Yakıtlar,1401614,5739,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Enerji ve Yakıtlar,1379262,1727,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Enerji ve Yakıtlar,1380429,1797,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Enerji ve Yakıtlar,1391500,3096,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Görüntüleme Bilimi ve Fotoğraf Teknolojisi,1380354,1774,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Görüntüleme Bilimi ve Fotoğraf Teknolojisi,1427726,6294,4,REPRESENTATIVE_MIXED
Fen > Mühendislik > Görüntüleme Bilimi ve Fotoğraf Teknolojisi,1380347,1772,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Görüntüleme Bilimi ve Fotoğraf Teknolojisi,1385217,2283,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Görüntüleme Bilimi ve Fotoğraf Teknolojisi,1391482,3091,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,1400656,5647,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,1396376,4402,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,1396368,4395,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,1439783,6583,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,1395646,4215,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Hücre ve Doku Mühendisliği,1387758,2585,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Hücre ve Doku Mühendisliği,1345108,671,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Hücre ve Doku Mühendisliği,1315073,412,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Hücre ve Doku Mühendisliği,1339487,615,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Hücre ve Doku Mühendisliği,1351654,744,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Jeokimya ve Jeofizik,1379313,1730,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Jeokimya ve Jeofizik,1389692,2805,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Jeokimya ve Jeofizik,1370405,1228,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Jeokimya ve Jeofizik,1372976,1348,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Jeokimya ve Jeofizik,1392059,3238,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Jeoloji,1360739,889,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Jeoloji,1360732,886,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Jeoloji,1399870,5575,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Jeoloji,1360740,890,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Jeoloji,1399904,5579,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,1304064,334,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,1353263,773,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,1340687,624,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,1386448,2406,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,1336053,579,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",1315073,412,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",1390448,2907,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",1387758,2585,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",1382582,2004,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",1398058,4944,3,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Kaplamalar ve Filmler",1311517,381,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kaplamalar ve Filmler",1376446,1545,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kaplamalar ve Filmler",1336048,578,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kaplamalar ve Filmler",1315653,420,3,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kaplamalar ve Filmler",1349306,711,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",1387321,2519,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",1385205,2279,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",1390450,2909,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",1392980,3469,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",1392979,3468,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",1439223,6563,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",1367072,1088,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",1401272,5679,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",1366376,1038,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",1381863,1941,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Malzeme Bilimleri, Seramik",1381796,1921,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Seramik",1340222,620,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Seramik",1342506,648,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Seramik",1377861,1618,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Seramik",1356326,826,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Tekstil",1380719,1817,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Tekstil",1391855,3185,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Tekstil",1392995,3483,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Tekstil",1377917,1626,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Tekstil",1379259,1726,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",1351790,748,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",1387765,2589,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",1386329,2389,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",1385300,2292,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",1398060,4946,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Metalürji Mühendisliği,1381148,1874,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Metalürji Mühendisliği,1380377,1784,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Metalürji Mühendisliği,1385300,2292,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Metalürji Mühendisliği,1384314,2171,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Metalürji Mühendisliği,1386981,2471,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,1392982,3471,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,1393938,3795,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,1384945,2243,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,1380479,1808,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,1368064,1125,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Mimarlık,1428712,6315,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Mimarlık,1428611,6304,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Mimarlık,1425376,6237,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Mimarlık,1406189,5931,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Mimarlık,1425378,6238,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Biyotıp",1339487,615,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Mühendislik, Biyotıp",1374078,1397,5,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Mühendislik, Biyotıp",1390448,2907,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Mühendislik, Biyotıp",1364942,985,5,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Mühendislik, Biyotıp",1387743,2578,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Mühendislik, Deniz",1365361,996,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Deniz",1378491,1674,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Deniz",1365366,1001,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Deniz",1392331,3327,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Deniz",1378487,1672,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",1398050,4938,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",1421857,6142,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",1398059,4945,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",1400951,5665,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",1398472,5056,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Hava ve Uzay",1392978,3467,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Hava ve Uzay",1392001,3224,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Hava ve Uzay",1396575,4448,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Hava ve Uzay",1392013,3228,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Hava ve Uzay",1391999,3222,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Jeoloji",1393668,3681,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Jeoloji",1388477,2687,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Jeoloji",1400686,5656,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Jeoloji",1401093,5670,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Jeoloji",1382754,2022,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Kimya",1381146,1873,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Kimya",1381195,1876,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Kimya",1378744,1704,3,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Kimya",1372633,1335,3,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Kimya",1398036,4929,3,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Makine",1398070,4953,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Makine",1394284,3889,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Makine",1397654,4781,1,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Makine",1397237,4671,4,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Makine",1384314,2171,2,REPRESENTATIVE_MIXED
"Fen > Mühendislik > Mühendislik, Petrol",1351533,738,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Petrol",1287249,230,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Petrol",1366011,1017,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Petrol",1303254,322,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Mühendislik, Petrol",1380092,1760,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Nanobilim ve Nanoteknoloji,1391775,3170,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Nanobilim ve Nanoteknoloji,1401291,5686,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Nanobilim ve Nanoteknoloji,1434477,6417,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Nanobilim ve Nanoteknoloji,1380410,1792,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Nanobilim ve Nanoteknoloji,1394292,3894,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,1387207,2502,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,1339448,611,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,1357372,848,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,1331515,527,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,1391477,3089,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Orman Mühendisliği,1401290,5685,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Orman Mühendisliği,1429251,6351,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Orman Mühendisliği,1387821,2598,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Orman Mühendisliği,1402068,5783,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Orman Mühendisliği,1431288,6360,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Polimer Bilimi,1366527,1050,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Polimer Bilimi,1367898,1117,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Polimer Bilimi,1371529,1271,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Polimer Bilimi,1365950,1015,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Polimer Bilimi,1377884,1620,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Robotik,1379263,1728,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Robotik,1392981,3470,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Robotik,1375304,1458,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Robotik,1394278,3885,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Robotik,1399702,5521,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > Savunma Bilimleri,1377496,1603,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Savunma Bilimleri,1371555,1279,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Savunma Bilimleri,1377483,1597,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Savunma Bilimleri,1377484,1598,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Savunma Bilimleri,1371530,1272,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,1449842,6851,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,1425642,6258,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,1425633,6249,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,1402178,5797,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,1399761,5546,3,REPRESENTATIVE_MIXED
Fen > Mühendislik > Telekomünikasyon,1375237,1445,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Telekomünikasyon,1373970,1385,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Telekomünikasyon,1370118,1207,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Telekomünikasyon,1380364,1776,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Telekomünikasyon,1440145,6607,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",1397660,4786,3,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",1366307,1031,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",1379262,1727,3,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",1401270,5677,2,REPRESENTATIVE_MULTI_LABEL_ONLY
"Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",1406193,5935,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > Çevre Mühendisliği,1390553,2943,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Çevre Mühendisliği,1390556,2946,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Çevre Mühendisliği,1390557,2947,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Çevre Mühendisliği,1390555,2945,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > Çevre Mühendisliği,1390549,2939,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Mühendislik > İmalat Mühendisliği,1397667,4793,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > İmalat Mühendisliği,1380376,1783,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > İmalat Mühendisliği,1380431,1799,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > İmalat Mühendisliği,1398068,4952,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > İmalat Mühendisliği,1398473,5057,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > İnşaat Mühendisliği,1393966,3804,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > İnşaat Mühendisliği,1446796,6746,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > İnşaat Mühendisliği,1393148,3540,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > İnşaat Mühendisliği,1399321,5391,1,REPRESENTATIVE_MIXED
Fen > Mühendislik > İnşaat Mühendisliği,1394283,3888,2,REPRESENTATIVE_MIXED
Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,1394283,3888,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,1397886,4879,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,1398094,4965,2,REPRESENTATIVE_MULTI_LABEL_ONLY
