subject_fullname,external_id,embedding_row,article_label_count,selection_type
Sosyal > Sosyal > Sosyal Çalışma,1450822,6899,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Sosyal Çalışma,1450828,6904,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Sosyal Çalışma,1405694,5908,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Sosyal Çalışma,1403788,5867,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Sosyoloji,1407194,6029,1,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Sosyoloji,1402048,5782,1,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Sosyoloji,1406569,5959,1,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Sosyoloji,1398616,5110,3,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Sosyoloji,1436786,6505,3,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Tarih,1402640,5850,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Tarih,1406537,5953,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Tarih,1409731,6061,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Tarih,1402602,5835,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Tarih,1402610,5840,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Tiyatro,1402386,5819,1,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Tiyatro,1366058,1018,1,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Tiyatro,1384697,2213,1,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Tiyatro,1399046,5284,2,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Tiyatro,1379100,1717,2,REPRESENTATIVE_MIXED
Sosyal > Sosyal > Uluslararası İlişkiler,1405893,5919,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Uluslararası İlişkiler,1405888,5915,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Uluslararası İlişkiler,1405891,5917,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Uluslararası İlişkiler,1405892,5918,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Uluslararası İlişkiler,1399091,5310,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > Çevre Çalışmaları,1397870,4869,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Sosyal > Sosyal > Çevre Çalışmaları,1397875,4872,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Sosyal > Sosyal > Çevre Çalışmaları,1399050,5286,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Sosyal > Sosyal > Çevre Çalışmaları,1402158,5788,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Sosyal > Sosyal > Çevre Çalışmaları,1399936,5588,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Sosyal > Sosyal > İktisat,1407896,6043,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İktisat,1407921,6045,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İktisat,1407876,6041,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İktisat,1436766,6501,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İktisat,1436488,6489,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İletişim,1406973,5978,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İletişim,1443935,6672,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İletişim,1436146,6461,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İletişim,1443940,6677,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İletişim,1443950,6684,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İş,169862,6963,4,REPRESENTATIVE_MULTI_LABEL_ONLY
Sosyal > Sosyal > İşletme,1407128,6007,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme,1436746,6499,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme,1436439,6482,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme,1407150,6025,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme,1436784,6504,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme Finans,1401292,5687,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme Finans,1399185,5351,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme Finans,1399187,5352,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme Finans,1397699,4812,1,REPRESENTATIVE_SINGLE_LABEL
Sosyal > Sosyal > İşletme Finans,1448397,6808,1,REPRESENTATIVE_SINGLE_LABEL
